"rpid","oid","mid","name","level","datetime","content","like","rcount"
"1700689948","54916636","28438192","笨拙至极的阿桑","6","2019-06-21 17:19:17","那个，我想玩尼尔","5","0"
"1700693583","54916636","32068281","苍天亦寒","6","2019-06-21 17:19:45","这是个优秀的缝合游戏啊","7","1"
"1700694547","54916636","10863253","幻想乡的魅影","6","2019-06-21 17:20:57","可憎的不是抄袭，而是这娱乐圈一般碰瓷换热度的智障行为。我寻思你又不是KONAMI可以不要脸光要钱，人家开健身房又做帕青哥，你米哈游还不得靠游戏行业吃饭。

碰瓷一时爽，但此举就如同出卖肉体，肉眼可见的未来只会越发降低自己的身价。人家KONAMI是千古名妓，总有办法养活自己，你米哈游还是好好珍惜自己的脸面吧。","10","2"
"1700705827","54916636","29136675","绫波丽Official","5","2019-06-21 17:22:02","幸亏当了索狗，当任豚得亏死（","8","0"
"1700715658","54916636","2329811","奕云OvO","6","2019-06-21 17:26:09","这游戏我见过，不就17年IGN最佳游戏奖那个嘛，怎么这些主播今天才开始直播啊","5","0"
"1700721112","54916636","2671422","拉斐罗荻安_Official","6","2019-06-21 17:27:08","这是.....给崩三加了个塞尔达地图mod跟沙盒模式还有新角色新皮肤？（）","7","0"
"1700721881","54916636","244386436","姓符就幸福","5","2019-06-21 17:27:55","原神（x）
旷野之息（x）
渡神记（√）[微笑]","0","0"
"1700773125","54916636","13162786","风见落尘","6","2019-06-21 17:47:41","现在国内的游戏情况就这样，哪有几个敢做纯原创的？大公司基本都是抄袭起家，做原创的死无葬身之地[嫌弃]","3","13"
"1700778002","54916636","25056865","窝不是二蛋","5","2019-06-21 17:48:52","我是真的服了，满屏幕的这里抄袭塞尔达，那里借鉴塞尔达，这个塞尔达既视感啊什么什么的，烦不烦？各种各样的属性元素是只有塞尔达有吗？你以为就只抄了塞尔达吗？","8","0"
"1700780488","54916636","6441101","笑莫忘","5","2019-06-21 17:49:16","关于那些是不是抄袭的，请各位观众看看芒果冰的网游抄袭相关的普法av40549895
av40938473","0","0"
"1700785840","54916636","6441101","笑莫忘","5","2019-06-21 17:50:11","关于那些是不是抄袭的，请各位观众看看芒果冰的网游抄袭相关的普法av40549895
av40938473
请大家相互转发","2","1"
"1700784378","54916636","52781300","不當","5","2019-06-21 17:53:40","就以目前一测的品质和塞尔达对比一下吧。
??? 首先是最直观的画面。感觉就是崩三开放世界加上了草。树远景就一张卡片，石头的贴图中距离很有感觉，但是近了就感觉十分粗糙。在人物前进时会有草突然加载出来，充满了违和感。这个应该是优化问题，正常情况下不应该出现这种中近距离的模型突然加载出来的情况。这些问题在塞尔达传说里就基本没有。画面很舒服远景好看地图加载也比较稳定。承载这两个游戏的平台性能相近。（ns也就是个手机性能）可见在美工上mhy还是略输一筹。但是不排除将来会逐渐优化碾压塞尔达的可能。
???? 光效方面 ，不得不说很多地图光效确实借鉴了塞尔达，比如溺水后那个人物变成蓝光消失和塞尔达传送时几乎一样。但是打斗场景原神更加绚丽，这应该是做崩三积累的经验。这点远胜塞尔达那朴实的战斗。
???? 人物动作，原神目前有一点点僵硬，但在国产游戏里绝对是上乘的。跑步战斗有一点点尼尔的感觉。战斗动作还是很不错的。相比之下塞尔达的战斗只有刀，盾，矛，大剑等几个简单的动作模组，这点不说原神做的更好。
?? 说到战斗，目前原神中的敌人有很多时候只会傻傻的走过来。塞尔达传说中敌人会有不同的行为甚至会组织一些战略，这点是原神比不了的。但是还是那句话，原神还有优化的空间。
?? 在地图交互上，原神借鉴塞尔达是肯定的，从水里出来身上滴水，烧火出现上升气流等等，让我感觉比较惊艳的是踩在泥地上还会有脚印，场景交互在国内游戏里绝对是上乘的。
冰块可以用火箭融化拿到道具，但是大草原上有冰块是不是有点违和呢。
? 剧情，现在肯定还看不出具体剧情是什么，但是肯定会比塞尔达那种勇者打倒了魔王救出了公主的陈滥桥段强。毕竟塞尔达的剧情也是被诟病已久的。
?? 可见目前和塞尔达比，三七开吧，但是原神还是一测，到了公测游戏品质达到甚至超过塞尔达传说可以说是很可能的，塞尔达传说又是本世代最优秀的游戏之一，因此我就得这也算是国内厂商的一大步吧，希望将来原神这样的优秀作品能层出不穷。让我们玩到更多国产佳作。","4","3"
"1700800223","54916636","77994915","凉稚凝","5","2019-06-21 17:54:36","↓请求出双手剑人数","4","0"
"1700798434","54916636","25267664","傻之律者-德丽傻","5","2019-06-21 17:57:02","一边喷一边预约属实给力奥[2233娘_大笑][2233娘_大笑]笑死??了","0","5"
"1700831388","54916636","141584656","异度重来","5","2019-06-21 18:06:35","大佬们撕逼越来越看不懂了。。","0","0"
"1700858710","54916636","15382459","阿白゜","5","2019-06-21 18:16:57","阿伟死了","0","0"
"1700864203","54916636","16027971","最后的卡雷","5","2019-06-21 18:17:52","神奇的帽子，我看看有多少人记得这个东西","0","0"
"1700871140","54916636","25123177","狗钢紫说抄泡","5","2019-06-21 18:19:33","抄袭怎么了，国产游戏都不支持？而且做的比原本还要好","2","6"
"1700876788","54916636","7247917","江x哥","5","2019-06-21 18:19:55","给个群号，有钱一起赚","0","0"
"1700902894","54916636","220294412","高日军","5","2019-06-21 18:28:47","@原神 z？塞尔达抄袭你们你们怎么不去发律师函？咱们要对盗版进行讨伐。","8","0"
"1700938379","54916636","26150212","梦川砂糖","5","2019-06-21 18:40:56","哦，原神是塞尔达","0","0"
"1700939020","54916636","4864459","刚出生的楠木先生","5","2019-06-21 18:41:29","很讨厌...逼人弃坑啊","0","0"
"1700973008","54916636","4508713","Breezepond","6","2019-06-21 18:53:16","不知道该怎么说。。主机玩家跳出来撕手机玩家。。我就想问问前几年王者荣耀出的时候香吗。。你喷任你喷没意义的啊兄弟们，我对这游戏没啥兴趣，也不懂到底这游戏是戳到你们哪里的痛处了，如果这游戏摇身一变变成魔兽世界的玩法不是很尴尬？知道自己喜欢的游戏被抄了很生气，但是至于玩这个游戏的逮一个咬一个吗？骂是骂爽了，不知道ns不在你们手里的时候会不会偷偷真香一下？","0","26"
"1700997902","54916636","434246613","普通萌","5","2019-06-21 19:00:04","原神：荒野之息","0","0"
"1701021249","54916636","9578064","jmmlhcde1","5","2019-06-21 19:05:54","米卫兵可真多","2","0"
"1701022578","54916636","5338831","山兔纸","6","2019-06-21 19:06:53","让我匪夷所思也是伤心的一点就是，任天堂公开分享了旷野之息的创作思路，你完全可以照抄，任天堂不怕你们学去，我们也乐于看到，然而你们只学了人家的表皮，对人家的核心视而不见，大地图怎么做，引导怎么做，怎么激发玩家的探索欲，怎么平衡挑战与奖励，怎么规划视线范围和重点，如果米忽悠能抄到这些，然后自己好好做一套外皮，那么我想现在应该是一片好评而不是争论不休（或者说粉饰太平？）真的很为你们感到可惜与可悲。","13","1"
"1701037921","54916636","6068972","评论又发不出去了","5","2019-06-21 19:10:56","只希望到时候别被告到连崩崩崩都没法正常运营，我只想放个老咸鱼","0","0"
"1701061662","54916636","391648851","你来决定我是谁","5","2019-06-21 19:17:42","抄袭无罪，借鉴有理！！！","0","0"
"1701062261","54916636","15604090","青之法","5","2019-06-21 19:18:11","塞尔达先不论，抄了鬼泣该认吧[蛆音娘_吃瓜群众]","0","5"
"1701063189","54916636","59530660","妮囡囝囿团","5","2019-06-21 19:18:58","真不怕法務部了都","0","0"
"1701071889","54916636","24004556","RobotBender","6","2019-06-21 19:21:57","抄小日本游戏咋了？不服帮任天堂请律师，我是steam五百小时的塞尔达玩家，我咋没看出来抄袭？（括号内删","5","0"
"1701095049","54916636","17975491","檀正宗社长","5","2019-06-21 19:27:50","老子等一个崩坏4（鬼泣5）好吧，o不OK米小将们","0","0"
"1701095120","54916636","301922524","--请输入新昵称---","5","2019-06-21 19:27:55","你们好，旷野之息和原神的玩家们。
    我认真观摩了AV19005490对《旷野之息》做了较为全面的了解（很抱歉因设备不变无法亲自上手）
    同时，我也通过光大up主的一测视频搞明白了《原神》目前为止的所有游戏机制（没有测试资格）。
    单单通过我这个“云玩家”的视角来说，我可以认识到《原神》的确“抄袭”了不少《旷野之息》的内容。
    我个人在某些场景的确有强烈的即使感。但使我纠结的是，这种既视感并不是单单制挂于《旷野之息》。两个简明的例子:营地烹饪，我第一反应其实是《上古卷轴》系列（纵使它不是鼻祖）；进景渲染，我第一反应是《巫师3》（它的光效使我影响深刻）。为什么会这样呢，因为这些游戏是我下意识拥护的。
    我仔细思考许久，仍然秉持我以往的观点:原神是真他娘的像，像到什么程度呢？像到四不像。
    场景渲染像么？像!当然像!但请评心而论，《旷野之息》拥有最具标杆性的2D渲染，若是真的与这个标杆丝毫不沾边，这个渲染模式真的可以称的上2D渲染吗？这个游戏有真的可以和人们心中“二次元手游”的标签扯上关系吗？
    副本与神庙像么？像啊，不然呢。仔细想想，一个副本要怎么出？用隧道山洞当副本的不多吗？用遗迹庙宇当副本的不多吗？为什么大家都认为这是抄袭呢？我也只想到一个原因，因为大家都是抱着找相同的心思去的。单凭这一点，我想大部分人的行为都可以配的上一句不怎么恰当的“欲加之罪，何患无辞”。
    《旷野之息》和《原神》还有什么相思的地方呢？用箱子承装战力品？可人人都玩过不少类似的吧。爬墙动作？恐怕有不少人知道《古墓丽影》系列和其它有爬墙动作的游戏吧。滑翔与上升气流？不得不说《旷野之息》的这处创新真的让我赞口不绝。但是为什么别的游戏滑翔不可以呢？倘若一个人将一个物理现象引入游戏，另一个人就不可以了吗？
    恕我直言，我真的看不出这两款游戏的核心玩法有什么称的上“抄和被炒”关系的地方，求求你们别云了，米卫兵也好，任豚们也好，仔细看看，仔细想想，认清某些节奏大师吧。","4","11"
"1701114474","54916636","444925","无言者的咆哮","6","2019-06-21 19:36:12","同类型游戏有很多，使命召唤和荣誉勋章，lol和dota，著名pupg和apex一样么，黑暗之魂和德国的《进发》？说一样一样但是有彻底一样的么？至少贴图风格动作模型全是自己原创的。我们叫同类型游戏，这个第一眼看上去像啥？","2","0"
"1701136840","54916636","104534280","sister-con","5","2019-06-21 19:42:17","米忽悠出事别牵连到崩2就行","4","2"
"1701156346","54916636","317018628","恶魔调味汁","5","2019-06-21 19:49:35","大家快，让我来看看国产手游的未来[doge]","4","0"
"1701167843","54916636","45353842","宮子酱","5","2019-06-21 19:52:13","我没玩过塞尔达，但是看见源神很想玩，就这么简单","2","5"
"1701191891","54916636","422969","苏小遊","6","2019-06-21 20:01:00","塞尔达+二次元 我肯定真香","0","0"
"1701197449","54916636","3631889","修SI","6","2019-06-21 20:02:11","崩3氪的金没白氪","0","0"
"1701224192","54916636","13687406","为你翻滚的皮卡丘","6","2019-06-21 20:12:06","我没有资格要求别人去抵制什么，整个大环境就是这样，热度为王，爆款至上。只是希望有一天我们都能理解

漫画 不是有趣就行

音乐 不是好听就行

文章 不是好看就行

游戏 也不是好玩就OK。    （转自知乎）","3","1"
"1701280586","54916636","140294","蘑菇精☆恋菇","6","2019-06-21 20:26:17","米忽悠抬了华为一手啊，现在华为手机是真的可以玩塞尔达了","2","0"
"1701273404","54916636","166551135","星河il","5","2019-06-21 20:27:29","人设不错，游戏就算了。","0","0"
"1701282840","54916636","6759804","西行寺八云","6","2019-06-21 20:28:44","风飘龙？","0","0"
"1701293610","54916636","5008166","AC在爱一直在-_-","5","2019-06-21 20:34:20","一个好消息，一个坏消息，好消息是米忽悠没有pv欺诈，实机演示就是pv的样子，所以不存在pv碰瓷。坏消息是。。。我也不说抄袭了，省的米卫兵们高潮。你米忽悠真可以啊，真当我们没玩过游戏？？?全程强烈的既视感，从实机演示中总结，原创内容连五分之一都没有，你这还真是集大成之作啊","3","3"
"1701294910","54916636","2839301","古德里喵","6","2019-06-21 20:35:46","该游戏至少比现如今一大票的辣鸡传奇与仙侠高到不知道哪里去了，是不是好游戏开服后自有定论，轮不到某些云玩家下定论，某些跟风黑和吹的都省省吧[蛆音娘_滑稽]","0","9"
"1701319944","54916636","398344623","萨维奇21世","4","2019-06-21 20:41:06","pv碰瓷蹭热度，然后再反手公测打脸，可以啊，属实营销鬼才。","2","0"
"1701341766","54916636","39659051","ぺったんこ悪魔","5","2019-06-21 20:48:43","对啊，国内游戏就这么恶性循环","0","0"
"1701445731","54916636","4693134","时间-法师","6","2019-06-21 21:18:55","游戏玩法都被各大恰饭up发出来了，看的我都想笑[滑稽]","3","1"
"1701438519","54916636","59600969","-Dazhou-","5","2019-06-21 21:19:17","建议让花粥来为这个游戏写主题曲嗷，太配了","3","0"
"1701443050","54916636","36816288","言茶微凉","5","2019-06-21 21:21:02","“任天堂任天堂~你还不发律师函么？”
“发什么？”
“原神抄袭塞尔达啊。”
“哦。”
“你不发律师函么？抄袭耶。”
“游戏机制不算抄袭。”
“可是玩家的眼神是雪亮的啊，你这不发律师函就寒了玩家的心啊，巴拉巴拉..……..……”
“cf抄袭cs了么？”
“抄..……抄了啊..……”
“下架了么？”
“没..……”
“qq飞车抄袭跑跑卡丁车了么？”
“抄..……抄了啊..……”
“现在呢？”
“手游都出了..……”
“王者、捉妖、英雄联盟，哪个没抄？”
“都..……都抄了..……”
“然后呢？”
“..……..……”
“都说了游戏机制不算抄袭，我告不了。”
“可是这么多人都看着呢，只要你说他抄袭，我们就用舆论拆了米忽悠。”
“呵，出英雄联盟的时候，DOTA的玩家和云玩家是怎么说的？”
“额..……”
“如果你们真的在乎版权请先约束自己吧，而不是一点法律知识都不懂。”
..……..……..……..……..……..……
任天堂内部会议:
员工:“老板，真的不管一下么？现在可是搞垮这个新游戏的好机会啊。”
“不用管，你以为这帮人就算搞掉了原神就会卖塞尔达么？”
员工:“您的意思是？”
“和你们看到的正相反，原神让大陆市场知道了塞尔达的存在。”
..……..……..……..……..……..……..……..……..……
日本网络:
塞尔达玩家:哇，这个新游戏和塞尔达很像啊，不过是用手机和电脑玩的。
塞尔达玩家二号:哦，也不冲突，有点想看看啊。
中国网络:
云玩家:我靠，米忽悠出游戏了，据说和任天堂的塞尔达很像。
塞尔达玩家:哦，知道，还真挺像哈，想看看，我手机好像带不动吧，哈哈。
云玩家二号:听说了么，实锤了，米忽悠出的游戏是抄袭塞尔达，据说连编程和模型都照抄了！什么？我玩过塞尔达么？那重要么？抄袭耶，我们一定要管管！
于是，原神评论下出现了一群用污言碎语捍卫着他们心中的正义的云玩家，真正的塞尔达玩家却在抱着手机一脸懵逼。
xswl","3","19"
"1701472247","54916636","56415411","鬼人丨正邪","5","2019-06-21 21:29:41","很多人觉得谴责原神抄袭似乎是在维护塞尔达，其实不是的。次次考试九十八九的学霸是不怕徘徊在及格线的人抄袭的，抄袭真正伤害的是我国那些没有抄袭的踏踏实实的游戏工作者。这是一个很浅显的道理：一个60多分的同学靠抄隔壁班100分的卷子考了80分，是隔壁班100分的同学损失大，还是本班同样奋斗在60~80分之间的同学损失大？

另外，建议官方来请花粥或者是李袁杰来制作主题曲奥","9","1"
"1701514794","54916636","12753161","本帅下山辣","5","2019-06-21 21:43:10","我不是为老任辩护，我就是想说整天抄袭不思进取，国内永远不会出现好游戏，好自为之吧","4","0"
"1701527775","54916636","284541704","wendashi","5","2019-06-21 21:45:59","建议花粥来作曲","2","0"
"1701528941","54916636","1586168","瞎炮","5","2019-06-21 21:47:08","中文配音真尬.......
这游戏应该叫原神·荒野尼尔吧233","2","0"
"1701551789","54916636","525531","万俟耐","6","2019-06-21 21:51:43","建议去日本欧美发行哈，让全世界人看看中国精神，中国手游实力[小电视_嘟嘴]","8","1"
"1701564098","54916636","44443800","蹲家莱sama","5","2019-06-21 21:57:19","没玩过塞尔达，我就想来看看pv，发现评论区都在吵[2233娘_吃惊]，这个抄袭不抄袭我不知道，但中国从以前到现在很多这方面游戏歌曲什么的抄袭的很多，结果都赚钱了，也没有什么惩罚，被抄袭的也没什么动作，现在感觉还是没什么变化，为什么呢，这实在让人难受[蛆音娘_吐血]","4","1"
"1701585672","54916636","296909926","莱恩利特文蒂赛门","5","2019-06-21 22:01:44","超级喜欢这种画风的游戏，玩法和塞尔达传说不一样就行了。","2","2"
"1701646944","54916636","8360404","アリス-メガトロン","6","2019-06-21 22:19:44",".......这如果是个日本公司...这会坟头草都三丈高了.....","3","0"
"1701653790","54916636","245713258","黑呆X黑贞德","5","2019-06-21 22:21:37","讲句实话，米哈游明显被人买水军黑了，之后黑子带着围观群众跟着喷。
这游戏美术渲染风格和游戏玩法一看确实像荒野之息，尤其是渲染风格确实很像，但不至于被人逮着狂喷。
而且，以上两点并不是完全雷同，比如除去渲染的其他美术风格，展示中也出现了很多西式城市和场地。
只要玩过荒野之息的人就知道，荒野之息中明显没有那么多亮丽的西式建筑（废墟颇多），硬要说像哪个游戏，不如说他像轨迹系列或炼金工房系列，但日式RPG之间又何其相似。
游戏玩法上，各类元素切换和元素交互也明显让人眼前一亮。（荒野之息游戏中明明各种切背包才是精髓但是这游戏没有
还有各种说像神界2，尼尔，鬼泣，崩坏3（？）的。但说实话，游戏之间有互相借鉴的元素十分正常。前段时间大热过的Apex也非常明显是吃鸡+OW+各种带技能的FPS融合的。（可比原神和荒野之息的相似度高多了） 而吃鸡本身又是从DAYZ上借鉴的。
但是玩家对其接受度还挺高。
像是近年来魂系列，荒野之息，P5这种翻遍游戏史在玩法或创意上几乎找不到什么相似度的游戏，我们一般认为此类是划时代级作品，通俗点就是神作。而这种作品一出，往往几乎都在销量榜上甚至是游戏史上留下了浓墨重彩的一笔。

所以现在原神被狂喷的结果只有两个：一是玩家对国产游戏的评价异常的苛刻，米哈游第一次做端游就必须做出一款划时代级神作。 二是被竞争对手买水军黑了然后带了一大批路人跟风黑。

我希望是后者，因为如果是前者的情况就有些悲哀了。

路人玩家对该游戏应客观评判，保持理智不要被人带了节奏。复制","3","10"
"1701687710","54916636","175281796","想要吸猫","5","2019-06-21 22:31:46","自己喜欢玩就行了，管别人喷不喷。只要它正常公测我就一直玩[小电视_笑]","0","3"
"1701699694","54916636","177797949","小琳家的最毒","5","2019-06-21 22:37:19","塞尔达？荒野之息？没听说过，看看这都喷成啥了，各种说抄袭的，你觉得哪个游戏动作设计没有所谓的借鉴过？抄袭过的，还是吃瓜吧，坐等真香，[我家大师兄脑子有坑_吃瓜][小A和小B_吃瓜]","0","3"
"1701712941","54916636","525531","万俟耐","6","2019-06-21 22:39:32","米哈游深知其用户的品味","4","0"
"1701737877","54916636","263611372","壹色","5","2019-06-21 22:47:21","学我者生 似我者死","0","0"
"1701742508","54916636","2847629","RyuuKiInMei","6","2019-06-21 22:50:02","不管抄不抄，噴到最后都是玩的，这敢肯定
硬是给绕个大圈去说抄袭
硬是把自己玩过看过认识过的神作归类到“独一无二”里
硬是有你无我
硬是说国内做的游戏口碑差
……
国内游戏质量方面起不来，多时候都是不分青红皂白的黑鬼舆论导向导致的，国外好的就吹爆，国内好的就各种理由，甚至连抄袭最基本的原则问题（法律方面）都不弄清楚直接主观臆断，像什么就是抄什么
这些事情我只想问，奈何我们活在这个“抄袭大国”里，就是别想着能玩上高质量的国产游戏？","2","14"
"1701783920","54916636","29281600","xxx9527","5","2019-06-21 23:02:40","现在这些米孝子就和当初爱情公寓的粉丝一样了，反正就算抄袭了，只要有意思好玩就行了。批站当初还是锤爱情公寓最狠的网站呢，现在原神就是借鉴，是致敬，感情二次元的世界原来是这样的","4","3"
"1701796334","54916636","4262686","欲强老师","6","2019-06-21 23:05:14","借用别的大佬的一句话  他要是能抄到塞尔达的精髓  我就把我的ns塞进ps4光驱里","4","0"
"1701804777","54916636","437211","Mikko-98","6","2019-06-21 23:08:33","我是玩舰r的 那时候我们舰r被喷寨游 现在已经五年了 这个游戏一直改变自己尽量去甩掉寨游两个字  但到现在还是会有人戳这个点   两者同样的行为 待遇却不同 看来我们舰r还是太穷了 都请不起水军  那些说“只要好玩 管它抄不抄”的人们   只要你敢说自己以前没喷过腾讯   那我服无话可说","2","6"
"1701882771","54916636","33955884","ZH8","5","2019-06-21 23:32:37","我以前也没见过b站有多少人玩塞尔达，原神一出来就蹦出来一堆[滑稽]","4","0"
"1701879344","54916636","11627850","韩金伦耶格尔","6","2019-06-21 23:32:54","曾经为了找怪物商人，下着雨从骷髅岛的最后往上爬，试尽了各种办法，半路从边上用鸟人飞上去，爬两步往下滑一步，最后终于到顶却没有看到怪物商人在哪，后来才知道我找错了位置，但我却从最高处看到了未曾见过的风景，为什么说未曾见过我也不知道，但我能肯定的是我绝对不会从这个手游里看见那样的风景","3","0"
"1701892351","54916636","12843051","水着BX","6","2019-06-21 23:36:02","这里化用寒王灵寒子的一句话：
见识过狮子的人，怎么还看的上野狗呢?
可笑一群人把野狗当成宝捧在手心。","5","1"
"1701906186","54916636","12484160","伐克张","6","2019-06-21 23:39:59","我倒是不关注抄袭不抄袭的
我倒是希望有人给我来几个花粥群和迷你世界群和原神群
我拿某些评论直接一套就能洗地赚钱了","5","0"
"1701915238","54916636","525531","万俟耐","6","2019-06-21 23:40:30","喷到最后都会玩?你以为大家都和你一样人傻钱多吗[小电视_嘟嘴]","8","0"
"1701921226","54916636","39788174","Aeasy阿易","5","2019-06-21 23:45:11","好气啊，那些喷原神的，我站出来对喷，他们惹我骂脏话，然后反手一个举报，跟人对喷了3个小时的楼被删了，果然水军还是专业一点啊，自己喷完还能让人没办法喷回去，服了服了，但是看不起你们，代表原神近50万预约玩家看不起你们。不服的继续对喷，有种的别举报，我不信一堆拿5毛钱干活的人，有我一个可以不要钱但愿意用3天时间做3分钟视频的人有耐心！","0","6"
"1701955670","54916636","25997417","蒙古上单阿尔法","6","2019-06-21 23:55:11","你抄这么多，我都不知道怎么替你洗[无语]","0","0"
"1701976225","54916636","9124953","雪糕新年好","6","2019-06-22 00:01:08","满屏幕大写的尴尬...我寻思着这不就是抄袭塞尔达？","0","1"
"1701978449","54916636","5247492","神风影之歌","6","2019-06-22 00:02:58","嘛……在知乎上看到一个回答，反倒有点恍然大悟的感觉。“这么多人在喷《原神》，没想到大家对米哈游期望还是挺大的，是要国内一家小厂商把一款盈利性质的手游做成原创3A大作，而且从玩法，美术，设定上都要做到举世无双。”就忽然理解了部分玩家的心情，米忽悠的手游质量在国内一直可以称得上前列，一定程度上才会被期待能够开发出好的游戏……这样？原神出来之前我记得传闻最多的是米忽悠要做PS4游戏，当时看提到这点的玩家基本都是持有赞誉的态度，大概是认为米忽悠也许可以成为中国版的cygames。这的确是一种认可，只可惜现在……今天也是看赫萝教主玩了一天的原神（就他那里的弹幕撕逼少，房管勤快），但看下来总有种明明用着unity开发却操着人家用自家物理引擎的心的感觉，最终呈现的整体效果怎么想也不可能跟万物起源平起平坐。况且手游也不像主机散热好，可以常开高画质……优化嘛……前车之鉴的三蹦子在低配置手机上跑是什么效果没点b数吗？好歹你家次世代渲染的技术水准也是在国际展出过的，借鉴痕迹别这么重，好好原创不好吗？就算质量不如这版，也不至于因为太像而被拿去跟野炊对比公开处刑。[2233娘_无言]你家手游的水准在国内这帮矮子里还算比较高的，为什么不好好找准定位跟对比点呢？离3a都差着还指望碰瓷千万级大作？不过一查原神注册IP时间是去年五月，一年直接一测＋实机效果制作pv（期间可能还要崩坏4的开发），那有什么好说的，急着放成品出去圈钱是吧？听说连场景都是外包制作？真就整体呈现出一种迷惑行为，知道你急着上市又不想整个公司只有崩坏一个IP，但这样只会让喜欢过你们米忽悠的玩家心寒吧。[2233娘_郁闷]真希望米忽悠趁着一测还为定音的时候早点把借鉴过度的元素改掉，腾讯的老路可不是什么好路子。据说公测版号申在2020年，我能怎么办呢，毕竟我是个这么佛系的玩家，再给一年时间呗……[2233娘_喝水]话说回来，任天堂的法务部或者作为代理的腾讯会在这之前就动手吗？我好期待啊[2233娘_卖萌]","3","0"
"1702016932","54916636","154652641","扫帚小姐の单推粉","5","2019-06-22 00:14:55","连企鹅，猪场，这些发展几十年，有极大资金资本的大公司都做不了原创（或者是不去做，做不好），苛求米忽悠一个小公司去做，是不是有点太不讲理了，而且米忽悠一个小公司都能搞出国产巅峰画质，诸如企鹅这些大厂为什么做不出来？原神还没有出，米忽悠到底是抄袭作换皮，还是借鉴学习其游戏精髓（好不好玩）都还不知道，这抄袭的帽子是不是扣的早了点？退一万步讲，国内还有那个公司会把赛尔达画风做到米忽悠这个地步？能用手机玩到塞尔达类似的游戏，不知道国内的玩家到底哪儿来那么多不满？tx的吃鸡，王者抄袭大作中国玩家还不是玩的很欢实？中国作换皮抄袭手游就能轻松赚钱的垃圾游戏业环境你们那些给垃圾换皮手游氪金的玩家难道没有责任？米忽悠抄袭肯定不算好事，但是别总是无脑跟风乱黑，多想想事情背后的现实","3","9"
"1702023003","54916636","51758273","晴天单抽出金","6","2019-06-22 00:20:15","原神测试的序章已经结束。
核心玩法目前来看应该就是“元素”了，七位元素神对应七大元素，目前出现的有风火水冰雷。（风神真可爱）
风龙卷，火龙卷，雷龙卷，水龙卷，真·女主万能搭配。
（我最喜欢雷法师，火＋雷——超载 贼好玩biu一下就焦了233，雷＋风——雷龙卷 也超帅）
期待原神，好想要玩啊嘤嘤嘤～","0","0"
"1702077232","54916636","1795663","风摇竹林","5","2019-06-22 00:40:31","傻逼视频","0","0"
"1702117236","54916636","4512853","HaloのSia","6","2019-06-22 00:58:09","爱情公寓精神续作","3","0"
"1702117243","54916636","288528440","御尘儿儿","5","2019-06-22 00:58:10","1.塞尔达传说确实有许多独到的地方值得同类游戏借鉴，不能因为塞尔达做了就不让别人做了，那同一题材永远只有一款游戏了
2.原神pv确实和塞尔达故意做的十分像，这个黑点跑不了
3.原神和塞尔达侧重点还是有差别，不能完全说抄袭
4.原神有地方确实过分借鉴了塞尔达，但不多，比较明显的有战斗bgm
5.都是玩家，都不容易，请保持理智，别落入有心之人的圈套，所谓主机玩家与轻度玩家都是热爱游戏的人，别在他人挑唆之下加大隔阂","0","2"
"1702133719","54916636","9389875","大宁哥儿","6","2019-06-22 01:07:13","画面好吧？玩法新颖吧？操作性强吧？都是抄来的。借鉴吐槽大会一句话：你当个裁缝可以，但是能不能自己买布？如果没有玩过ns或者塞尔达荒野之息的朋友看到满屏抄袭，可能会很烦就跟看番一堆无脑弹幕一样，但我作为switch平台<塞尔达传说-旷野之息>的玩家，深深爱上后。。觉得替塞尔达说句话没有毛病，这草这野怪这建筑这迷宫，就像手机戴了个透明壳，怎么看都还是那个手机嘛！真因为玩过了，打心里尊重塞尔达荒野之息这作品，才会来评论的。
做原神的公司这麽搞不怕被告吗？90%时间是不是去研究法律擦边球了？","9","1"
"1702173773","54916636","525531","万俟耐","6","2019-06-22 01:29:30","评论还有借着抄袭尬吹米哈游的，自己把自己忽悠瘸了？一个手游厂商也敢尬吹游戏大厂？xswl","4","0"
"1702208772","54916636","5722964","InMyWrinkledTee","6","2019-06-22 01:51:08","其实这样的抄袭游戏做出来，我第一反应是担心国际声誉...不谈游戏好玩与否，他国人看到这样的碰瓷pv，第一反应是中国又出来个抄袭游戏，热度还挺高...随后可能开始全网黑甚至产生鄙视链，中国游戏产业绝对不能靠抄这个字来赶上其他游戏大国，更何况现在闹出这样的笑话。","0","2"
"1702216404","54916636","38465427","逢田姐当然做到的","6","2019-06-22 01:53:31","唉，真不知道那些别的国漫拉别的国产游戏抄袭是你们总是说什么画风不一样啦什么风格不同啦之类的只能算借鉴啦之类的话怎么到了圆神就要律师函了呢？抄袭的确是没得洗了但是你们觉得老任会管米忽悠这种小公司吗？就像那么多大马里奥的盗版老任也没怎么管一样游戏被超只能证明游戏做的成功马就行超炮的OP一样人家八木沼悟志也没管某些国产明星啊[蛆音娘_无语]（其实真的律师函警告也不错一来赚热度二来证明米忽悠也不是那么小的公司了）","0","3"
